y_Медианный доход по району	Широта	Долгота	Медианная стоимость дома в районе	Средний возраст населения	Всего номеров в районе	Население района	Всего домохозяйств в районе	Всего спален в районе
2.4464	34.06	-117.78	128700	33	1056	964	300	272
3.9224	34.05	-117.78	131300	39	2933	1886	550	590
3.6298	34.06	-117.80	108500	34	1081	1325	252	205
3.1641	34.05	-117.82	117300	21	4031	2558	834	923
2.2270	34.06	-117.76	91900	30	1700	1719	459	504
1.9029	34.05	-117.76	98000	36	2910	3055	782	819
1.6645	34.05	-117.75	93300	35	1293	1494	312	339
3.4398	34.08	-117.74	134300	35	1613	911	293	298
3.2481	34.08	-117.72	128800	34	2742	1761	496	491
3.7321	34.07	-117.72	134200	33	4100	2580	730	740
4.1339	34.07	-117.73	135000	34	4038	2716	759	725
1.9643	34.06	-117.72	113200	32	2209	1718	569	654
3.1786	34.06	-117.73	117800	34	344	315	119	108
2.3406	34.07	-117.73	122600	33	1921	1430	467	489
2.2596	34.07	-117.73	119400	33	1025	854	269	261
2.8929	34.05	-117.73	118100	36	975	809	233	243
2.0734	34.05	-117.73	113300	28	2758	2877	694	771
2.6250	34.05	-117.74	94300	30	1185	1466	302	317
2.1354	34.05	-117.74	110700	29	2452	3029	665	700
2.1141	34.05	-117.74	110900	27	852	1024	221	237
3.1500	34.04	-117.73	129700	26	3827	3367	810	814
3.7454	34.02	-117.74	116400	33	2318	1904	451	464
3.0429	34.04	-117.74	129600	27	2215	1987	449	440
3.4609	34.03	-117.74	123300	27	3623	3712	754	809
3.1250	34.04	-117.75	113600	22	2948	2600	602	636
2.8347	34.04	-117.76	115800	34	1914	1564	328	364
3.4464	34.04	-117.76	113000	36	2242	2052	447	448
5.6513	34.00	-117.85	227900	26	2712	1389	377	402
6.2384	34.03	-117.80	247600	25	4240	1885	637	643
5.0869	34.02	-117.80	230600	23	3351	1535	522	591
6.8758	34.00	-117.84	253800	26	797	383	114	117
6.1076	33.98	-117.84	221200	26	3638	1993	593	557
5.1762	34.01	-117.86	264400	16	4632	3038	727	761
6.4333	34.02	-117.87	271500	16	3552	2120	573	575
5.6015	34.08	-117.87	267200	33	4518	2037	764	716
3.8167	34.07	-117.87	258700	21	4723	2210	768	882
5.5496	34.09	-117.86	218200	29	3855	2205	609	585
6.4667	34.09	-117.85	263900	16	4556	2066	651	639
6.1498	34.09	-117.86	239100	26	3408	1664	543	542
3.7750	34.10	-117.87	191700	25	2208	1084	424	477
3.6484	34.09	-117.87	189600	31	1484	927	317	327
4.2685	34.10	-117.88	216600	32	3357	1696	604	621
5.5629	34.09	-117.89	188300	36	1811	1005	332	320
5.2405	34.09	-117.87	220000	36	1267	640	200	191
3.2469	34.08	-117.87	206900	33	3630	2257	796	800
3.5109	34.09	-117.88	186000	29	3416	2223	728	790
3.5977	34.10	-117.86	180600	23	2535	1327	466	490
5.0832	34.10	-117.86	196900	29	1185	588	196	197
3.1133	34.11	-117.85	180600	27	1748	985	416	403
4.2454	34.12	-117.87	183800	33	2059	1073	339	361
5.1708	34.12	-117.88	158500	33	1485	1006	258	274
4.0417	34.12	-117.88	178000	34	912	522	150	165
3.8571	34.12	-117.87	174500	34	1004	772	217	220
4.6556	34.11	-117.87	199600	23	4066	2105	737	819
4.5234	34.11	-117.87	192200	34	1324	799	228	211
4.1411	34.11	-117.88	182700	30	3082	2008	619	602
4.9239	34.12	-117.89	168800	35	1470	885	246	241
4.0938	34.12	-117.88	165300	35	1574	1088	289	276
4.5221	34.11	-117.89	151300	36	806	446	153	147
3.2383	34.11	-117.88	157000	18	2923	1751	656	670
3.9934	34.12	-117.89	141900	35	1447	1224	268	272
4.0500	34.12	-117.89	141300	35	1566	1396	317	321
3.6875	34.11	-117.89	140200	27	2434	1623	498	535
4.2019	34.11	-117.90	140100	37	1286	1047	249	255
2.8547	34.13	-117.88	155600	25	2559	1674	623	654
4.1836	34.12	-117.88	164300	36	2029	1327	364	351
4.1995	34.13	-117.89	147400	34	2159	1443	385	386
2.6619	34.13	-117.90	117600	25	3076	2868	752	856
2.6292	34.13	-117.90	136100	32	1640	1312	358	391
3.1597	34.13	-117.90	133000	37	1801	1564	425	422
2.6629	34.12	-117.90	124100	33	1788	1787	361	456
4.0529	34.12	-117.90	138200	33	1555	1571	386	361
3.3322	34.12	-117.90	151400	35	957	804	221	194
2.2132	34.13	-117.91	138500	34	1540	1037	317	328
3.7846	34.12	-117.91	145500	41	2673	2259	592	578
4.1944	34.12	-117.91	149500	33	1391	1038	298	309
2.9459	34.12	-117.92	144400	32	2552	2161	548	576
3.5385	34.12	-117.93	134400	36	294	266	80	67
3.5250	34.11	-117.91	153000	20	3158	2396	713	684
3.2202	34.11	-117.92	126200	24	2838	2151	645	695
3.3625	34.10	-117.94	153400	31	1239	929	244	254
3.0417	34.11	-117.97	137500	18	123	121	26	28
3.4327	34.07	-117.99	147200	31	1507	1548	347	369
2.9107	34.07	-117.98	152500	28	441	504	108	106
2.5640	34.06	-117.99	145800	32	2491	2660	595	616
2.2500	34.07	-118.00	138500	34	1696	1609	426	456
2.4911	34.07	-117.99	145900	35	1681	1648	373	360
2.8906	34.08	-117.99	134800	35	1032	954	191	207
3.3261	34.08	-117.97	164100	30	2227	1961	481	474
3.7736	34.07	-117.96	158400	32	2910	2583	670	709
3.2000	34.07	-117.97	157100	20	2063	1573	468	496
2.7802	34.07	-117.97	162500	22	1438	1325	335	364
3.4784	34.08	-117.98	152200	17	3640	3537	807	830
3.5000	34.09	-117.98	161300	31	3073	2640	594	617
4.1304	34.09	-117.97	160500	27	3569	3339	762	761
3.1034	34.11	-117.95	140800	29	1986	2013	432	448
3.2957	34.10	-117.96	141600	35	4036	3878	846	904
2.9712	34.10	-117.97	143900	33	1558	1600	338	316
4.0000	34.10	-117.97	160100	26	1399	1285	276	277
3.4427	34.09	-117.96	160800	30	2686	2477	573	613
3.2266	34.10	-117.96	141800	30	2775	2847	642	657
3.4032	34.09	-117.97	143400	31	2779	2259	670	639
2.8375	34.09	-117.95	166500	21	2215	1792	419	484
3.1250	34.08	-117.95	154100	34	2278	1728	448	476
2.8510	34.09	-117.95	140600	18	1179	1296	331	324
2.2679	34.08	-117.96	151800	39	1076	1242	332	338
3.1912	34.08	-117.96	159900	33	4151	3563	848	850
3.9741	34.08	-117.96	173100	28	2831	2330	557	552
2.1062	34.09	-117.94	176700	21	2707	1742	626	675
4.4653	34.08	-117.94	195400	32	2704	1669	497	514
4.0640	34.08	-117.94	201200	34	1970	1269	406	476
4.8700	34.08	-117.94	187700	35	2393	1336	418	417
3.2969	34.08	-117.95	189000	37	1137	672	226	203
4.1172	34.07	-117.95	176500	37	1987	1279	378	399
3.9861	34.09	-117.93	163900	34	2192	1376	428	431
4.2062	34.09	-117.93	161300	35	782	499	163	153
4.0167	34.09	-117.93	165500	35	1891	1093	382	353
4.4625	34.09	-117.93	154200	37	1185	769	235	225
3.8705	34.08	-117.92	191900	36	1285	679	231	228
4.1312	34.08	-117.92	185200	35	2108	1257	414	408
3.3977	34.07	-117.93	188800	34	1409	819	273	305
4.5078	34.08	-117.93	187100	36	1371	806	241	246
3.9583	34.08	-117.93	206000	35	689	379	128	128
4.3947	34.08	-117.93	197000	36	1597	901	272	285
4.1250	34.08	-117.93	185800	36	1788	1139	320	317
3.6625	34.08	-117.91	217100	33	2325	1170	445	452
3.5795	34.08	-117.91	186900	35	1443	861	262	266
4.2986	34.08	-117.92	189600	36	1479	741	245	251
3.5536	34.08	-117.92	207000	35	1860	1011	305	323
5.7039	34.08	-117.92	199400	35	1897	965	323	311
3.2813	34.10	-117.91	181100	28	3694	1999	718	722
3.0441	34.09	-117.91	185400	20	4327	2296	963	1037
5.0123	34.09	-117.92	165700	35	1810	1164	332	318
4.3750	34.10	-117.92	150500	33	1921	1492	393	397
3.7083	34.10	-117.90	166000	31	3007	1766	616	653
4.2500	34.10	-117.91	166700	35	2746	1779	501	478
4.0052	34.10	-117.92	160700	35	2994	1933	561	603
2.9437	34.10	-117.89	180400	27	3341	1762	679	728
3.8304	34.10	-117.89	175900	35	3185	1858	564	544
3.1250	34.10	-117.89	168600	34	2048	1456	416	411
4.5655	34.10	-117.90	176600	35	2739	1481	483	475
4.1250	34.09	-117.90	220800	34	1562	825	266	272
5.2120	34.08	-117.90	201200	32	2068	976	370	356
2.4167	34.09	-117.89	181300	37	1055	538	206	280
2.3971	34.09	-117.89	188900	35	1205	583	319	330
3.4453	34.09	-117.89	176700	37	1813	1100	375	394
4.3409	34.09	-117.90	191800	39	1726	892	335	333
3.5000	34.08	-117.89	215600	35	1711	825	356	335
3.1949	34.08	-117.89	207400	25	2115	1107	477	489
3.8837	34.07	-117.89	200300	32	2374	1580	427	450
7.5000	34.06	-117.90	287200	35	1313	599	209	194
5.4469	34.06	-117.90	274700	33	1701	831	275	290
5.6406	34.06	-117.90	266200	33	1330	578	192	209
3.9808	34.07	-117.89	188600	35	1439	804	271	261
3.0550	34.07	-117.90	172000	35	1646	1056	280	294
4.5179	34.07	-117.89	218800	35	834	392	123	137
5.3664	34.06	-117.90	268300	34	2956	1488	464	469
5.8519	34.07	-117.90	249400	36	1009	466	149	164
5.0897	34.07	-117.91	189000	36	1390	887	266	270
4.5594	34.07	-117.91	204200	33	2938	1519	549	561
3.5547	34.06	-117.92	197600	34	2819	1718	558	609
4.7708	34.07	-117.92	191700	36	1057	658	207	207
3.2122	34.07	-117.92	195500	29	1699	1052	411	399
5.1120	34.06	-117.91	218300	29	3250	1382	513	521
5.0758	34.05	-117.91	211100	35	3189	1727	500	527
5.1840	34.06	-117.92	224900	35	2894	1420	479	467
5.4635	34.06	-117.93	202100	37	1505	798	259	262
3.9375	34.06	-117.93	187500	35	1022	628	187	183
4.1731	34.05	-117.93	205100	36	1340	848	244	221
4.2926	34.05	-117.93	190700	32	3055	1902	565	623
3.4596	34.06	-117.93	202800	28	3342	2210	647	688
5.8722	34.05	-117.95	204800	34	1428	890	249	227
4.0333	34.06	-117.94	210200	32	3418	2003	622	662
3.6648	34.06	-117.94	193900	34	1921	1230	447	422
5.3559	34.07	-117.93	207300	36	1207	683	213	209
3.3523	34.07	-117.94	170800	25	1814	1187	363	404
3.2083	34.07	-117.95	195200	37	1375	951	272	260
4.6312	34.06	-117.95	184800	32	2252	1370	411	415
4.6118	34.07	-117.96	191700	35	2819	1508	485	529
4.4102	34.06	-117.96	183200	34	2226	1464	365	381
2.0670	34.06	-117.96	167300	31	2017	1462	457	462
3.6563	34.05	-117.97	162700	33	1452	1274	278	268
4.0469	34.06	-117.97	166800	34	3580	2786	636	684
4.5417	34.06	-117.98	160300	33	1353	1079	237	228
3.2413	34.06	-117.97	155500	31	2516	2194	497	526
4.0274	34.06	-117.98	160700	36	2391	1967	398	407
3.7454	34.05	-117.98	156900	35	2342	2176	416	426
3.7917	34.05	-117.99	151100	35	1792	1441	306	317
2.8438	34.05	-117.97	157600	33	2028	1727	371	422
3.1667	34.05	-117.97	158000	36	931	746	201	160
3.5179	34.05	-117.97	161400	36	1299	763	216	206
2.8333	34.05	-117.97	155700	34	2050	1832	465	495
4.1429	34.05	-117.98	159800	33	1560	1467	313	315
3.4722	34.04	-117.98	154600	34	2547	2108	498	537
4.1190	34.04	-117.97	163300	32	1507	1326	324	295
2.5192	34.04	-117.97	157300	28	1686	1355	388	417
3.4115	34.03	-117.96	150400	35	2093	1755	403	407
3.9803	34.03	-117.96	152600	35	1623	1462	312	331
3.7578	34.03	-117.95	155800	33	1453	1609	319	326
2.7361	34.03	-117.95	145700	35	804	727	179	159
4.6364	34.05	-117.96	163100	35	1254	1092	268	263
3.0904	34.05	-117.96	158600	36	1475	1149	284	270
4.3750	34.05	-117.95	156500	35	1309	1113	253	276
4.7679	34.04	-117.95	153900	36	1044	982	205	200
3.1591	34.04	-117.96	148300	35	1141	924	212	212
4.7955	34.04	-117.96	158100	33	1458	1115	257	268
4.0250	34.04	-117.96	146900	34	1381	1020	268	265
3.7258	34.05	-117.96	181900	32	1993	1385	380	388
3.7708	34.05	-117.94	163500	34	1729	1341	324	324
3.5592	34.04	-117.94	160200	36	1431	1367	334	354
3.8409	34.04	-117.94	163000	34	1403	977	257	274
3.3409	34.05	-117.94	161200	34	1519	1262	300	304
3.4940	34.05	-117.95	154500	31	2349	2028	521	539
3.8864	34.04	-117.94	158900	33	1493	1571	354	331
2.2740	34.04	-117.95	150800	27	2610	2296	750	846
3.8300	34.03	-117.94	149000	35	1499	1112	268	289
4.0521	34.03	-117.94	151800	35	1375	1015	239	249
3.3389	34.03	-117.95	157900	33	1782	1517	376	394
2.1863	34.01	-117.93	157600	23	3188	3883	840	836
4.2266	34.01	-117.93	153800	33	1733	1757	375	361
3.8750	34.02	-117.95	135600	19	1129	900	228	258
4.2578	34.02	-117.95	144100	22	1919	1203	363	411
4.1118	34.03	-117.92	157300	35	1341	898	216	233
3.9750	34.03	-117.92	162400	32	1819	1728	375	375
3.9219	34.03	-117.92	159500	35	1469	1285	308	306
3.8581	34.03	-117.93	163100	35	2160	1694	403	399
4.7917	34.03	-117.93	164500	30	2246	1837	431	446
4.8854	34.04	-117.93	178100	30	1336	905	253	239
4.6587	34.05	-117.92	161900	36	2241	1743	448	419
3.6275	34.01	-117.89	154100	23	4535	3881	930	955
3.7917	34.01	-117.90	131100	27	1702	2091	352	381
3.9702	34.01	-117.90	141400	27	2383	2079	494	472
3.3750	34.01	-117.92	127200	35	3055	3738	615	634
3.7500	34.04	-117.98	190600	29	1468	1390	276	310
2.3750	34.02	-117.96	133300	33	349	460	83	124
2.6250	34.03	-117.98	191100	21	797	484	166	162
3.8125	34.00	-117.92	136300	36	116	193	35	30
3.9375	34.00	-117.88	187500	32	265	170	50	51
4.0324	33.99	-117.89	211300	22	3272	1784	591	618
4.9271	33.99	-117.87	209700	21	2837	2031	555	515
3.8125	34.05	-118.01	138000	37	682	813	173	172
3.1979	34.02	-117.98	183900	32	2945	2044	652	651
4.4653	34.02	-117.98	193200	33	3512	1971	598	632
5.7057	34.01	-117.98	262100	27	2643	1344	381	418
3.7459	34.01	-117.97	152900	33	3530	2959	679	700
3.7083	34.01	-117.97	165500	33	2006	1410	346	381
3.8319	34.00	-117.97	179000	28	1983	1407	367	375
4.1328	34.00	-117.95	176300	34	2376	1858	449	468
4.5163	34.00	-117.96	183800	34	2777	1954	522	540
5.2852	33.99	-117.96	297600	25	1348	660	200	210
6.2517	33.99	-117.96	311100	25	2799	1348	389	388
5.7268	33.99	-117.97	300300	23	3335	1560	555	570
5.7407	33.98	-117.96	302200	25	1259	599	170	184
1.7206	34.05	-117.75	107500	27	437	469	97	108
2.1908	34.05	-117.75	94600	37	378	503	103	92
4.4821	34.15	-117.94	220100	33	859	421	138	144
5.4110	34.14	-117.94	219400	33	1620	868	275	283
3.0380	34.14	-117.95	137500	33	1943	1526	353	440
2.5275	34.14	-117.96	151700	27	2221	1328	523	542
3.7660	34.14	-117.96	163900	33	1994	993	403	405
3.1094	34.14	-117.97	136000	33	1328	903	329	348
3.0417	34.14	-117.98	148000	24	1596	1329	352	388
3.4777	34.13	-117.97	144500	33	2038	1546	469	473
4.0083	34.13	-117.98	142900	37	1447	1279	290	309
3.6806	34.13	-117.98	130500	29	2110	1890	448	460
4.2407	34.16	-117.99	262000	40	3838	1851	674	696
3.5694	34.16	-118.05	278600	41	3320	1236	659	713
4.6450	34.13	-118.04	276200	22	3359	1227	588	643
3.7350	34.13	-118.05	218300	23	3264	1475	668	729
2.6316	34.14	-118.02	252800	34	1077	478	199	257
3.9464	34.13	-118.02	273600	32	3308	1803	667	718
3.0727	34.14	-118.03	242600	31	4353	2338	1037	1117
2.8352	34.14	-118.01	161700	20	3350	1816	744	831
3.5200	34.14	-118.01	187300	23	3425	2202	729	754
2.5625	34.14	-117.99	153000	30	2346	1988	474	567
3.2841	34.13	-118.00	167000	24	2584	1869	503	520
1.0548	34.14	-118.00	178100	31	1298	1131	425	431
3.2723	34.14	-118.00	166900	39	1302	800	291	303
3.5481	34.13	-118.00	158100	35	1005	742	221	224
2.9605	34.13	-117.99	129400	37	1568	1618	350	371
3.2857	34.12	-117.99	130100	37	1527	1504	324	331
2.5395	34.12	-117.99	139200	35	1040	1040	242	231
3.9219	34.12	-118.00	175000	37	1340	928	333	325
4.0729	34.13	-118.01	212300	38	3374	1906	640	671
3.9400	34.12	-118.01	278400	32	1937	922	340	332
2.5114	34.11	-118.01	212200	32	1978	826	470	536
4.2132	34.11	-118.01	212200	36	1722	794	322	320
4.7330	34.10	-118.02	233700	36	1928	1008	368	361
1.9688	34.10	-118.02	226000	36	452	248	83	80
4.6250	34.11	-118.02	219000	39	1504	718	261	280
4.4236	34.10	-118.03	233600	38	2301	1079	398	416
2.7857	34.10	-118.03	201700	30	2773	1376	540	634
3.9400	34.10	-118.03	223900	31	2647	1473	520	539
2.9422	34.10	-118.03	233100	32	2668	1512	541	609
3.6639	34.12	-118.06	248100	25	3891	1848	759	848
4.5667	34.12	-118.06	271500	34	2941	1660	576	558
4.1875	34.12	-118.06	275400	35	2053	1044	375	369
2.7656	34.11	-118.06	239500	36	2178	914	412	485
3.0854	34.11	-118.06	248700	39	2603	1196	487	547
4.8017	34.10	-118.04	273800	39	2302	1590	406	412
4.7931	34.10	-118.05	272600	36	1606	889	294	318
3.8646	34.10	-118.06	257100	38	3229	1599	609	636
3.6995	34.10	-118.06	260100	38	2438	1308	461	442
4.1488	34.10	-118.04	235300	38	2317	1155	426	451
4.6211	34.09	-118.04	248900	34	2597	1542	470	461
4.2321	34.10	-118.05	252200	30	2143	1107	416	427
4.0625	34.09	-118.06	262500	38	2036	1096	371	388
4.8594	34.10	-118.06	265900	38	1960	874	308	330
3.2440	34.09	-118.06	258100	36	1239	717	237	238
4.2898	34.09	-118.06	251600	40	1975	1116	378	389
2.5474	34.09	-118.07	198100	40	1745	1293	357	370
4.0987	34.09	-118.07	202400	35	1224	887	276	267
2.9196	34.09	-118.08	208800	33	2557	1715	530	578
3.7222	34.09	-118.08	207200	34	1823	1485	401	457
3.7066	34.09	-118.08	206800	32	3214	2316	751	718
3.8304	34.09	-118.04	183000	34	2001	1461	397	388
4.0370	34.08	-118.04	173300	35	1148	975	253	258
2.8333	34.09	-118.04	186000	32	1339	817	349	334
3.5268	34.09	-118.05	146400	23	602	409	123	135
3.4286	34.09	-118.02	191800	32	1747	1199	402	399
3.6944	34.08	-118.02	175200	29	2741	2449	677	667
2.6917	34.09	-118.02	170000	24	2080	1976	478	514
2.8029	34.09	-118.03	180900	29	1219	1152	323	338
2.4464	34.08	-118.03	169600	32	1780	1732	454	484
3.4005	34.10	-118.00	176300	34	2249	1544	441	460
3.6094	34.09	-118.01	179200	29	3402	2331	690	747
3.8085	34.10	-118.01	181400	27	2424	1713	557	542
3.4609	34.10	-118.01	166300	35	2120	1375	405	412
3.9940	34.08	-118.00	195300	29	2003	1520	364	401
3.6531	34.08	-118.01	166300	30	2281	1969	500	522
2.6071	34.08	-118.02	175900	28	2769	2452	581	631
4.2750	34.08	-118.01	173600	35	1852	1414	347	358
3.1944	34.09	-118.01	181700	32	1613	1283	404	361
4.6467	34.08	-118.00	185100	23	1627	1279	289	318
2.3333	34.08	-118.02	164200	31	2402	2830	603	632
3.2500	34.08	-118.03	159200	37	775	726	183	179
2.0433	34.08	-118.05	138800	34	572	752	182	154
2.4914	34.08	-118.05	159200	30	1572	1857	428	427
2.5119	34.08	-118.06	180500	37	778	850	198	205
3.4202	34.08	-118.06	189100	34	1197	942	245	260
3.2312	34.08	-118.07	211900	38	2462	1843	538	553
3.1250	34.07	-118.07	207100	19	1554	1427	370	393
2.8060	34.08	-118.07	214600	37	1210	733	243	252
2.3929	34.07	-118.06	184400	30	2308	3034	691	674
3.1042	34.07	-118.03	152000	37	1091	905	242	269
2.1453	34.06	-118.03	162100	36	1018	1307	292	305
3.8125	34.07	-118.04	174000	39	1382	1090	308	315
2.3098	34.07	-118.04	173100	39	2451	2536	648	649
2.7721	34.06	-118.01	155400	26	557	455	196	153
2.3236	34.07	-118.02	156300	21	3245	3528	887	959
2.4706	34.06	-118.03	170600	31	1513	1396	364	389
2.1094	34.06	-118.03	135200	24	2343	3537	824	834
2.4875	34.06	-118.03	157800	27	2510	3481	726	783
2.1383	34.06	-118.04	153400	31	957	1300	287	295
3.1875	34.06	-118.04	154200	30	2019	2481	484	551
3.2132	34.06	-118.04	176100	39	1258	988	228	245
2.1781	34.06	-118.05	174500	32	2286	2991	655	654
3.0230	34.06	-118.05	142000	25	1022	1570	297	291
2.5763	34.06	-118.06	173900	28	2127	3160	620	625
1.9189	34.06	-118.06	165900	28	1778	2184	574	605
3.5156	34.07	-118.07	199300	31	1370	1062	277	284
3.2900	34.07	-118.08	205500	32	4089	3775	955	975
2.5985	34.06	-118.07	168600	34	2873	2758	699	718
2.6579	34.05	-118.04	156800	32	1252	1337	263	273
3.7279	34.05	-118.05	162200	36	1084	920	199	202
2.6288	34.04	-118.06	160300	28	1516	1011	344	363
2.5445	34.06	-118.03	151400	24	2469	3818	712	731
3.0536	34.05	-118.04	137500	34	1058	1043	229	230
3.0000	34.04	-118.04	160600	35	1734	1527	344	363
4.2917	34.04	-118.05	161200	33	1348	1098	257	260
2.3750	34.03	-118.06	175000	36	21	21	9	7
2.2577	34.06	-118.02	173800	26	2929	3792	817	970
2.5562	34.05	-118.02	156300	34	1610	2050	508	513
2.7955	34.05	-118.03	157500	36	1359	1557	370	317
3.5129	34.05	-118.03	142300	36	1345	1511	309	331
2.1602	34.05	-118.01	161700	31	1135	1717	368	355
2.3611	34.05	-118.02	167000	28	991	1145	265	255
3.0625	34.05	-118.02	165800	33	2464	2932	568	627
6.1824	34.21	-118.13	274100	36	1449	621	210	235
5.0953	34.20	-118.14	207400	39	2569	1282	432	426
3.7932	34.20	-118.15	210300	37	1997	1037	363	361
5.4727	34.21	-118.15	238900	34	2765	1422	438	515
4.2500	34.19	-118.16	177900	40	1840	1218	347	358
5.9845	34.22	-118.18	241700	40	1983	853	271	298
4.3750	34.18	-118.17	166700	38	1280	828	237	231
2.3967	34.19	-118.15	163100	38	1750	1398	409	411
2.2692	34.17	-118.12	225000	37	2705	1551	608	676
2.3000	34.17	-118.14	146700	40	1054	1056	276	251
1.2891	34.16	-118.15	181300	18	1711	1474	415	383
2.2765	34.16	-118.15	146600	38	2471	1661	441	529
7.3715	34.15	-118.16	263000	17	821	229	164	163
2.5750	34.16	-118.14	153500	39	2776	2546	773	840
2.3062	34.17	-118.14	158000	34	2384	2073	540	604
2.1377	34.16	-118.14	142300	30	2598	2869	769	757
1.6887	34.16	-118.15	148600	20	2410	2135	578	632
1.0846	34.17	-118.15	146400	36	930	1024	300	280
2.6217	34.16	-118.14	156300	36	2973	2846	784	807
2.2095	34.16	-118.13	176700	36	2162	1337	590	658
2.8125	34.15	-118.13	141700	24	1125	579	321	341
0.8438	34.15	-118.14	175000	17	1896	971	652	674
2.2174	34.16	-118.14	215400	38	1843	1449	524	565
2.8631	34.16	-118.12	188600	30	1762	940	398	416
2.4817	34.16	-118.13	169500	33	2682	2050	692	716
2.6038	34.15	-118.13	155600	18	1665	1095	390	477
2.1763	34.15	-118.12	168800	19	557	673	212	216
3.0119	34.15	-118.12	171400	22	1671	1005	443	480
2.5903	34.15	-118.13	125000	28	1119	739	323	334
4.3083	34.17	-118.09	269300	36	2875	1131	458	552
2.6172	34.15	-118.11	196100	40	1950	1038	438	509
3.6474	34.15	-118.11	184100	26	2193	1186	559	558
3.4167	34.15	-118.12	198200	35	1760	984	384	447
3.0096	34.15	-118.10	199000	32	978	543	211	227
3.1033	34.14	-118.12	217900	25	3420	1718	947	977
3.2643	34.14	-118.13	163900	29	3559	1658	965	1034
2.9511	34.14	-118.14	282300	17	3404	1694	949	1011
3.8750	34.14	-118.15	258300	27	1499	755	414	426
4.9167	34.13	-118.14	251100	16	3569	1505	783	821
3.6389	34.13	-118.15	215000	34	824	430	213	224
3.3010	34.13	-118.07	251200	27	3787	1992	853	913
3.5671	34.13	-118.08	228500	28	4465	2273	949	985
4.1136	34.12	-118.07	279900	30	2201	1194	531	559
3.6827	34.12	-118.08	264100	34	2921	1541	562	641
4.2434	34.12	-118.08	270500	27	1685	757	317	341
